Year;Node;Cost;CertainEquivalence;Consumption;Utility;SDF;DeltaConsumption;MU_2;MU_1;MU_0
2015;0;0.031928955748295386;0.75013369599073898;0.96807104425170465;9.9177707776460853;1.0;-0.17721098292790005;0.14155963394346624;0.15338658129546318;0.32838435313380188
2030;1;0.057414394316895122;0.73434757960114783;1.1767558116844774;12.011572789108241;0.77652892111638971;0.0016976705301097184;0.14094008694781088;0.15338695208271791;0.3270484614615512
2030;2;0.02640163613989719;0.7325907346710302;1.2163263746520105;12.277847792767311;0.69097576936427008;0.00096964208693428589;0.1382762142859246;0.15214267551499194;0.3230224986446929
2060;3;0.080380715877083092;0.70318513447537512;1.764083125232951;17.753782249573625;0.44372791046787108;0.025856723902317746;0.13763852530181031;0.15275824412312916;0.32194969575417737
2060;4;0.054446019456337147;0.70131751612611848;1.8299687649747347;18.191253196023194;0.39208580603046961;0.015123715633591495;0.13638844213259957;0.14954655107641571;0.31757064456742318
2060;5;0.055977749253790794;0.7018823126023328;1.8250153273479102;18.062547641994282;0.39664850463826679;0.010927734842902659;0.13457962927682812;0.15008811917427833;0.31602545858514663
2060;6;0.015756949156493436;0.69973609115202418;1.9125205028210472;18.578736825186105;0.34254191901913378;0.006990029598186176;0.13155956472975838;0.14690924467143449;0.30954186626168501
2100;7;0.10155742434141155;0.66377346130297088;2.9805360245334569;29.841007473750015;0.2128767407804831;0.11831599001497217;0.13670720477902232;0.15069109188287497;0.32009948665247007
2100;8;0.085763178483516458;0.66171202257397377;3.1249513651688714;30.707129176763473;0.18274029264481825;0.077953789102958027;0.13589813899627823;0.14569809986046028;0.3135156699515052
2100;9;0.096955685245771403;0.66232705826940819;3.0786017613126435;30.445052727756917;0.18805940174059774;0.068263934287005057;0.13657712403349445;0.14706001098488755;0.31574318813171526
2100;10;0.034504026596352336;0.66050982684479509;3.3520832138642946;31.2672850765471;0.15643290613343241;0.044135371825460012;0.12728280203213679;0.13895016945107999;0.29588659103450032
2100;11;0.10706405249705479;0.66308138533146366;3.0282890905041611;30.128757583990598;0.19471619956339298;0.048001857678281468;0.13700239362735123;0.1486072679215549;0.31786729773243899
2100;12;0.034770128184213461;0.66090517809773308;3.3406714346918545;31.101299840310201;0.15699546778877424;0.03223740880531345;0.12656221396341216;0.13914775669598156;0.29525848662667192
2100;13;0.037083818273963329;0.66173133042595722;3.3249907886084906;30.759953807484571;0.15984169969956066;0.021264913850682632;0.1248147264866775;0.13913536699258364;0.29318877591648412
2100;14;0.0061102013020170589;0.65930162300116224;3.4755138282198246;31.80660275537376;0.13650836237749453;0.013847025189717144;0.12194597519118115;0.13852322781207199;0.28968665332124377
2200;15;0.023892269301414183;0.57722073666795659;14.025088586346051;105.90028285376148;0.024164317844455475;1.0822105506713697;0.10091652431310495;0.10862316772242056;0.23396085560004015
2200;16;0.015976082188157676;0.57553321717723804;14.813564668375561;108.82326325529166;0.020682824673625904;0.66659063808955921;0.099507030262812018;0.10404292194294942;0.22692815322421603
2200;17;0.019877159458399445;0.5760993720480091;14.505153598686505;107.82389806778357;0.020790064356693477;0.97930731717408293;0.10039382904108955;0.10572248127649046;0.22992646745024561
2200;18;0.013873633623069918;0.57488025772065232;15.080416712121661;109.96669088686673;0.018605387461380168;0.58722931423655922;0.099085413409051262;0.10286898962542099;0.22506961881811335
2200;19;0.019661757085939143;0.57624058321073401;14.414818011623513;107.57287372231225;0.021232133740302341;1.0081171475269102;0.10071534366476712;0.10624313828757144;0.23092920869138903
2200;20;0.014458001693524044;0.57496147257840968;15.014479798749266;109.81642643674466;0.01888272878862202;0.62264662488740186;0.099380854493322957;0.10321232887472846;0.22582475385073414
2200;21;0.043804631532699291;0.57728764716501146;13.876316935946369;105.75831645857409;0.020383707559650847;0.35384145815928747;0.10226650686531555;0.10955007696803631;0.23639695598945593
2200;22;0.031688639086613173;0.57571662744378094;14.621548445996412;108.47750878132008;0.01765666571300582;0.22788334173586833;0.10022399686998376;0.1055948679712875;0.22942913395496234
2200;23;0.020629963882401275;0.57649660866324715;14.236724556212936;107.11570098592058;0.021959972770696261;1.1240799425287662;0.10148105839438037;0.10725462696283451;0.23303582709013115
2200;24;0.014338471516943792;0.57511869637117219;14.912349596205452;109.53176587581275;0.019271288033270016;0.7284456878730694;0.099693967682460471;0.10379414968420567;0.22688858779057339
2200;25;0.048588140996953917;0.57772574991991421;13.705514361832241;105.02060005992136;0.020730555951094298;0.29421687862321022;0.1025098762808835;0.11057302448798308;0.23781573656891938
2200;26;0.036533230686837462;0.5760147871054434;14.483135932836472;107.95699524685851;0.017776089695173788;0.18927165724509365;0.10051321729834284;0.10637356057200119;0.23063078847508017
2200;27;0.060571765423055653;0.57875519484309823;13.378498912623261;103.32521469835176;0.021706610246992754;0.19531940577710571;0.10251571559474958;0.11253053011998722;0.23990557265056012
2200;28;0.049148073589998717;0.57673908299239285;14.194382765187635;106.71374086200474;0.018280634428728793;0.12515822360583684;0.10088689356614905;0.10801255662017205;0.23283367039683711
2200;29;0.027847503491620584;0.57831355836497755;14.421456635589045;104.25735854982447;0.018079511613510877;0.04747616284586087;0.093164151208138507;0.10729469618911551;0.22292047448684846
2200;30;0.00055469465518033457;0.57540552887442697;15.356116581413083;109.15508237259242;0.014872231230878979;0.020032253741497641;0.088770349105532456;0.10771969862620497;0.21877612598853877
2300;31;0.022192091048590077;0.51712610579543739;64.160793895863364;289.43597484642447;0.0027995193204165695;2.467563507723014;0.0;0.11818731169581577;0.13200122135059003
2300;32;0.011071581108416759;0.51585097724541584;66.812766982583597;296.0973071496108;0.0024904825495699803;1.4223595804324418;0.0;0.11603222815848198;0.1294236812207607
2300;33;0.014553123064686785;0.51608970165998103;66.218764662421904;294.82585927937839;0.0024247744386744785;1.7303334379505486;0.0;0.11659027062187481;0.13009078211230513
