Year;Discount Prices;Net Expected Damages;Expected Damages;Risk Premium;Expected SDF;Cross SDF & Damages;Discounted Expected Damages;Cov Term;Scaled Net Expected Damages;Scaled Risk Premiums
2015;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020;0.89813270201925077;0.0023301344981840645;-0.2034278142817092;9.3256069153575013e-05;0.89813270201925077;-0.18268752008071612;-0.96521385875263133;1.765242598569805e-05;0.091423823488645417;0.0036589417530128649
2025;0.80670145268949012;0.0045077259205530849;-0.21862085879200688;0.00018051581449142051;0.80670145268949012;-0.17632759456691288;-0.93170224353271791;3.4169808822953618e-05;0.1768625541645806;0.0070826151768639371
2030;0.73259033555313491;0.0055750381226869665;0.0014405022803476442;0.0002387307745099641;0.73259033555313491;0.0011004873579510931;0.0055750381226869665;4.5189309026156393e-05;0.21873900483779726;0.0093667040280790235
2035;0.65900363585718136;0.010739287769508702;0.0030847144146639582;0.00087998343156841402;0.65900363585718136;0.0021994099338134474;0.010739287769508702;0.0001665719189688419;0.42136054815655305;0.034526526251313437
2040;0.592866533006846;0.015559261425717596;0.0049677454725116643;0.0014820210895222419;0.592866533006846;0.0032257415633319079;0.015559261425717596;0.00028053152818346147;0.61047427575836366;0.058147731214882203
2045;0.53336725573245947;0.020051499381867063;0.007116194288120381;0.0020466052643773416;0.53336725573245947;0.0041829465924587009;0.020051499381867063;0.00038740157374493036;0.78672915301633728;0.080299432752566499
2050;0.47983956546757101;0.024232332920616599;0.0095593082385325712;0.0025754308946512533;0.47983956546757101;0.0050744372016343882;0.024232332920616599;0.00048750289028634802;0.95076594478948451;0.10104813250192091
2055;0.43168409758606269;0.028117373441368575;0.012329231079016845;0.0030701263067172409;0.43168409758606269;0.0059034766957144092;0.028117373441368575;0.00058114370343898426;1.103197171009374;0.12045771854453352
2060;0.39356522558641061;0.031708631563443578;0.015250640201641685;0.0036073356970215665;0.39356522558641061;0.0066849536318333846;0.031708631563443578;0.00068283198053709256;1.2441017191848647;0.14153535870388961
2065;0.35457955683142983;0.0346698604957969;0.018508264399968999;0.0044767836496823303;0.35457955683142983;0.0074100618290969533;0.0346698604957969;0.00084740964043701628;1.3602868026776522;0.17564852093489777
2070;0.31949782332392307;0.037404247394422045;0.022160538563686938;0.0052927465943977091;0.31949782332392307;0.0080821069667672309;0.037404247394422045;0.0010018631319833977;1.467571641971003;0.20766317600698511
2075;0.28788798359314433;0.039919817305560198;0.026247763296816107;0.0060572138571962511;0.28788798359314433;0.0087029846637233874;0.039919817305560198;0.0011465690143728563;1.5662711031859988;0.23765737597759168
2080;0.2594063459031134;0.042228117875372333;0.030814024447139987;0.0067724002177424443;0.2594063459031134;0.0092753000072854502;0.042228117875372333;0.0012819465228836625;1.6568382631579697;0.26571801867397604
2085;0.23374325057744968;0.044340168047399285;0.035907531418394312;0.007440441968101068;0.23374325057744968;0.0098015431498366407;0.044340168047399285;0.0014084000358892523;1.7397054548488513;0.29192892242885793
2090;0.21061969927663537;0.046266480611375269;0.041580984743139204;0.0080633992353252009;0.21061969927663537;0.010284094016726872;0.046266480611375269;0.0015263195145005289;1.8152851520595266;0.31637091720815208
2095;0.18978431821848843;0.048017083830063437;0.04789197538957457;0.0086432582531464804;0.18978431821848843;0.010725226830020775;0.048017083830063437;0.0016360809325737385;1.8839708179679668;0.33912193374170679
2100;0.17286291170138501;0.04958130142819802;0.054292944026268497;0.0092910520826899132;0.17286291170138501;0.01114393810920091;0.04958130142819802;0.0017587017199798202;1.9453435643485462;0.3645384016646388
2105;0.15544305404072012;0.049806306849154373;0.060651327822353052;0.0094463270976501527;0.15544305404072012;0.011215921330344103;0.049806306849154373;0.0017880937020126452;1.9541717482604763;0.37063068327798981
2110;0.13979510411326357;0.049968995899165217;0.067660617099835063;0.0095821596788411047;0.13979510411326357;0.01127242844079545;0.049968995899165217;0.0018138054289563461;1.9605549227095556;0.37596013268809325
2115;0.12572284411576512;0.050067937909301807;0.075382893183129074;0.0096993044230793066;0.12572284411576512;0.011313331466976074;0.050067937909301807;0.0018359797383181633;1.9644369547885574;0.38055635682373962
2120;0.11306756193082425;0.050107153452495945;0.083885905651520654;0.0097987984335385948;0.11306756193082425;0.011339587775563818;0.050107153452495945;0.0018548129431872271;1.9659755933958079;0.38446004687145846
2125;0.10168653639036207;0.05009046649637941;0.093243574791457284;0.0098816332550010072;0.10168653639036207;0.011352108894111149;0.05009046649637941;0.0018704927329121802;1.965320873536611;0.38771010651479448
2130;0.091451425657819108;0.050021513054874102;0.1035365376481967;0.0099487566367966306;0.091451425657819108;0.011351762482409822;0.050021513054874102;0.001883198506807772;1.9626154557720876;0.39034372110400656
2135;0.082246818080030745;0.049903749480069266;0.11485274139982349;0.010001074233845391;0.082246818080030745;0.011339374224048876;0.049903749480069266;0.0018931016961447784;1.9579949515545243;0.39239642439716993
2140;0.073968929125388105;0.049740460408708304;0.12728808809024938;0.010039451247678821;0.073968929125388105;0.011315729641232557;0.049740460408708304;0.0019003660747787428;1.9515882350111815;0.39390216294636665
2145;0.066524429677444402;0.049534766377368054;0.14094713509863466;0.010064714009459835;0.066524429677444402;0.011281575835905906;0.049534766377368054;0.0019051480587995284;1.9435177417291096;0.39489335820814359
2150;0.059829392438946617;0.049289631119475763;0.1559438560903903;0.010077651506803304;0.059829392438946617;0.01123762316001751;0.049289631119475763;0.0019075969955429338;1.933899755056729;0.39540096644897088
2155;0.053808344537180842;0.04900786855709912;0.17240246759484545;0.01007901685625592;0.053808344537180842;0.011184546817719764;0.04900786855709912;0.0019078554423161646;1.9228446804297039;0.39545453651861856
2160;0.04839341562265502;0.048692149499798151;0.19045832678693531;0.010069528723121677;0.04839341562265502;0.011122988402151973;0.048692149499798151;0.0019060594351563639;1.9104573082032594;0.39508226555761705
2165;0.04352357183309527;0.04834500806232455;0.2102589065187066;0.010049872690451066;0.04352357183309527;0.011053557369381344;0.04834500806232455;0.0019023387479663537;1.8968370654533604;0.39431105271013311
2170;0.039143926965738977;0.047968847812546726;0.23196485415414303;0.010020702578735731;0.039143926965738977;0.010976832451947485;0.047968847812546726;0.001896817142319417;1.8820782571931791;0.39316655090275454
2175;0.035205123073958719;0.047565947660549314;0.25575114131073384;0.009982641718040898;0.035205123073958719;0.01089336301441083;0.047565947660549314;0.0018896126082610376;1.866270297434433;0.39167321675714961
2180;0.031662773489231549;0.047138467499373025;0.28180831220654401;0.0099362841740329062;0.031662773489231549;0.010803670353161899;0.047138467499373025;0.0018808375963834494;1.8494979305042252;0.38985435869378171
2185;0.028476961975264368;0.046688453607382732;0.31034383895605089;0.009882195929476081;0.028476961975264368;0.010708248942680014;0.046688453607382732;0.0018705992414709844;1.8318414430092664;0.38773218328844455
2190;0.025611792355689597;0.046217843822052025;0.3415835928575528;0.0098209160226960298;0.025611792355689597;0.010607567630377662;0.046217843822052025;0.0018589995779996031;1.8133768668315244;0.38532783994035619
2195;0.023034983527336215;0.045728472494401533;0.37577344147071701;0.0097529576443788225;0.023034983527336215;0.010502070782038237;0.045728472494401533;0.0018461357477498313;1.7941761735177308;0.38266146390554412
2200;0.019946993009685995;0.045892174725533592;0.4355003382447431;0.008661176488519072;0.019946993009685995;0.010326394875082922;0.045892174725533592;0.0016394726723991445;1.8005991005613751;0.33982496336905599
2205;0.017881079690030468;0.044040851678939452;0.46621824365892239;0.008173060245725252;0.017881079690030468;0.0098835627969267315;0.044040851678939452;0.0015470772291154983;1.7279616491334902;0.32067351384633497
2210;0.016030275387106108;0.042264215250235687;0.49906730591697257;0.0077077383644487225;0.016030275387106108;0.0094591828773230684;0.042264215250235687;0.001458996526772869;1.6582545590973168;0.30241641084546372
2215;0.014371077858053007;0.040556418987972118;0.53419221250449178;0.0072647018469765142;0.014371077858053007;0.0090520520943455675;0.040556418987972118;0.0013751342172779188;1.5912484424300464;0.28503368362350756
2220;0.0128836469636875;0.038914867696833721;0.57174718649393164;0.0068429725399097429;0.0128836469636875;0.0086614940494041323;0.038914867696833721;0.001295305146134719;1.5268414755336919;0.26848695391356636
2225;0.011550197329044627;0.037337062092943539;0.61189658832488947;0.0064416130016828567;0.011550197329044627;0.0082868582053052305;0.037337062092943539;0.0012193318651835729;1.4649355979365537;0.25273944079493066
2230;0.010354785498772086;0.035820595312229066;0.65481555301403205;0.0060597248678499575;0.010354785498772086;0.0079275189158864567;0.035820595312229066;0.0011470443231663338;1.4054363752974823;0.23775589655439164
2235;0.009283119144456578;0.034363149544459105;0.70069066462771223;0.0056964472803112919;0.009283119144456578;0.0075828744915424646;0.034363149544459105;0.0010782795683949454;1.3482528673408749;0.22350254505627037
2240;0.0083223860387361924;0.032962492788360158;0.74972066991469966;0.0053509553780542148;0.0083223860387361924;0.0072523462993140881;0.032962492788360158;0.0010128814630640465;1.2932975005422784;0.2099470225259944
2245;0.0074611007478979337;0.031616475723559148;0.80211723306564675;0.0050224588470558955;0.0074611007478979337;0.0069353778962902126;0.031616475723559148;0.00095070040876229448;1.2404859453977257;0.19705832065491025
2250;0.006688967206951976;0.030323028695197866;0.85810573363075404;0.0047102005270473635;0.006688967206951976;0.0066314341951005402;0.030323028695197866;0.00089159308274695901;1.1897369981137935;0.18480673193607489
2255;0.005996755531459951;0.029080158807184796;0.91792610968979282;0.0044134550729686244;0.005996755531459951;0.0063400006603247612;0.029080158807184796;0.00083542218457098236;1.1409724665600947;0.17316379714587485
2260;0.0053761915909549662;0.027885947120173362;0.98183374842817361;0.0041315276690171926;0.0053761915909549662;0.0060605825346807781;0.027885947120173362;0.00078205619266543715;1.0941170603307557;0.16210225488917043
2265;0.0048198580216717224;0.026738545950594193;1.0501004263324676;0.0038637527932522051;0.0048198580216717224;0.0057927040939110821;0.026738545950594193;0.00073136913049164261;1.0490982847707946;0.15159599312800992
