Node;Mitigation;Prices;Average Mitigation;Average Emission;GHG Level
0;0.63682887279863043;105.78119856439605;0.0;0.0;400.0
1;0.80131245569484566;146.79762368919785;0.63682887279863043;10.331752303868024;394.4006395161822
2;0.64673853680170346;87.525279314898015;0.63682887279863043;18.369596086311418;394.4006395161822
3;1.0087103449961932;162.56253949691092;0.75215644241551693;-0.53133104476778303;395.28863717945603
4;0.90593262765306226;125.43085455382203;0.75215644241551693;5.738109713163202;395.28863717945603
5;0.91548275134212409;128.64526982629124;0.6437770280191758;5.1555521681304306;416.49252322466651
6;0.64099592681860773;54.434437235440214;0.6437770280191758;21.899248464064925;416.49252322466651
7;1.2711769425409767;155.17804833709951;0.88994381684160562;-20.528094550351938;384.52959045102244
8;1.2262535631766998;142.27395764445393;0.88994381684160562;-17.127394732476173;384.52959045102244
9;1.2683998791933495;154.36128401153658;0.83474500021957643;-20.317870854936558;401.7042582188036
10;0.93633336942279055;74.206678105982505;0.83474500021957643;4.8195639346947559;401.7042582188036
11;1.3062983410550557;165.72630320832047;0.78970198903760214;-23.18678441786772;413.46442710495148
12;0.93888885645715936;74.696322079561483;0.78970198903760214;4.6261135661930366;413.46442710495148
13;0.95777406565230983;78.37345395019284;0.64228338232295012;3.1965032301201464;466.23854286573817
14;0.57357236432367276;22.743356636381566;0.64228338232295012;32.280572020697974;466.23854286573817
15;1.2938545042758181;35.725952186734396;1.1151751743095168;-23.919756648051592;276.76351068126883
16;1.1481549439866479;26.778450778142783;1.1151751743095168;-12.059812440513138;276.76351068126883
17;1.225768406322512;31.356946615353241;1.0886345800269495;-18.377548274652483;295.33918486031905
18;1.0908454551645439;23.666111517375175;1.0886345800269495;-7.394820050393875;295.33918486031905
19;1.2336620876716018;31.846427153735217;1.0909469682008883;-19.020093936468388;291.61976739363672
20;1.1065259468495703;24.495346483946182;1.0909469682008883;-8.6712120735550222;291.61976739363672
21;1.5359212477844326;54.039648252014523;0.89476309611986415;-43.623989569652821;422.41058648337946
22;1.4273801419379606;45.280208451525645;0.89476309611986415;-34.788743553749995;422.41058648337946
23;1.2267905151682341;31.420076590139139;1.0949055240515426;-18.460747934694261;287.81501715733248
24;1.0993135351643;24.111853813499611;1.0949055240515426;-8.0841217623740196;287.81501715733248
25;1.5942344131073729;59.123842342595744;0.87784113120592822;-48.370681226940157;433.4122668947748
26;1.4657511565598009;48.273369460537388;0.87784113120592822;-37.912144143967801;433.4122668947748
27;1.7288482686182465;71.89713601018309;0.82867430715246027;-59.32824906552527;462.72345485118768
28;1.5815901078915062;57.998654450179707;0.82867430715246027;-47.341434782368616;462.72345485118768
29;1.3354068901007929;38.55759065247139;0.60168912433818322;-27.302120854204553;620.3333142505918
30;0.40370544061255309;2.1499983484745022;0.60168912433818322;48.538377134138187;620.3333142505918
31;1.9782479652754852;21.955972930874925;1.1815338633288477;0.0;173.22337528778101
32;1.612158319639635;13.39991501009936;1.1815338633288477;-49.829687218666294;173.22337528778101
33;1.7479199158739926;16.286649286057589;1.1274233413490209;-60.880681152143012;233.05958302890247
34;1.4689917692049166;10.706438145266736;1.1274233413490209;-38.175930013280215;233.05958302890247
35;1.7941472686909512;17.34550137685013;1.1395639233085391;-64.643587671443441;217.0382761257431
36;1.5109972938687601;11.460156973194586;1.1395639233085391;-41.595179720917081;217.0382761257431
37;1.631738718645507;13.796001530477405;1.0894556642326261;-51.423531697744281;271.48480931973916
38;1.3138470868842476;8.1785431116631155;1.0894556642326261;-25.547152872377758;271.48480931973916
39;1.8009668655780837;17.505019527101361;1.1439491158645259;-65.198702858056024;212.86446600464956
40;1.5164105846323466;11.559478629300084;1.1439491158645259;-42.035821589073016;212.86446600464956
41;1.648127069649187;14.132722506239368;1.0967327555081368;-52.757543469443831;264.36532081431398
42;1.3289429005015545;8.4071354448517539;1.0967327555081368;-26.77595210082654;264.36532081431398
43;1.8075143337311261;17.658977507694274;1.132879135655843;-65.731666765713669;200.03366827393614
44;1.4620334227088565;10.584473447589124;1.132879135655843;-37.609520608500922;200.03366827393614
45;1.6257195172464611;13.673521278334871;1.0925686784247872;-50.933568703861944;246.71319943667604
46;1.2283931005960982;6.9534183756069323;1.0925686784247872;-18.591198388522393;246.71319943667604
47;1.7909104228874027;17.270086967754708;1.1438855326148181;-64.380108423034585;214.53787815583829
48;1.5047197249860293;11.345605732351016;1.1438855326148181;-41.084185613862793;214.53787815583829
49;1.6384189871809485;13.932682765739793;1.0965425899543551;-51.967305556529219;266.06676715199899
50;1.3170005965867484;8.2259911969632604;1.0965425899543551;-25.803848562161324;266.06676715199899
51;1.8346221947310948;18.304814861338503;1.1438983131877589;-67.938246651111115;185.79968664496076
52;1.4867243306605016;11.020958416977061;1.1438983131877589;-39.619360515764832;185.79968664496076
53;1.6245438473305911;13.649673081119788;1.0961816552674541;-50.837869172710121;241.39534816158897
54;1.2317856436172838;6.9998475077682132;1.0961816552674541;-18.867351390446906;241.39534816158897
55;1.8558463739126705;18.819981468010674;1.1629847390500561;-69.66589483649139;156.72638522308682
56;1.5014366100167411;11.285964623684473;1.1629847390500561;-40.816940055362736;156.72638522308682
57;1.6978522095784792;15.18363346258154;1.1082953774150679;-56.805169859688206;221.34559861582994
58;1.2863123562054881;7.7710598533728747;1.1082953774150679;-23.305825795126736;221.34559861582994
59;3.2762411864756089;33.554584994150403;0.87418034677214818;-185.28603257911459;460.158370978508
60;2.4910752321587131;32.022512434863991;0.87418034677214818;-121.37352389771925;460.158370978508
61;0.85012661205250017;2.8606929454493808;0.52816110236872305;12.199693778926488;841.68514164286125
